target_variable,frequency_band,selected_alpha,feature_name,feature_type,coefficient,absolute_coefficient
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-46,prefecture_fixed_effect,2.7250367550868613e-06,2.7250367550868613e-06
incidence_per_100k,subseasonal,1000.0,prefecture_code_JP-47,prefecture_fixed_effect,-4.346836235479499e-05,4.346836235479499e-05
incidence_per_100k,high_frequency,1000.0,t2m_lagged,environmental_predictor,-0.0002618070857881936,0.0002618070857881936
incidence_per_100k,high_frequency,1000.0,t2m_std_anom_lagged,environmental_predictor,-4.536253553206567e-05,4.536253553206567e-05
incidence_per_100k,high_frequency,1000.0,c2w_event_lagged,environmental_predictor,0.00018232426390045911,0.00018232426390045911
incidence_per_100k,high_frequency,1000.0,w2c_event_lagged,environmental_predictor,0.00034810666004613433,0.00034810666004613433
incidence_per_100k,high_frequency,1000.0,c2w_transition_intensity_lagged,environmental_predictor,-0.00038388173247334704,0.00038388173247334704
incidence_per_100k,high_frequency,1000.0,w2c_transition_intensity_lagged,environmental_predictor,-0.00022807957962468696,0.00022807957962468696
incidence_per_100k,high_frequency,1000.0,ah_lagged,environmental_predictor,-0.00029812265982888256,0.00029812265982888256
incidence_per_100k,high_frequency,1000.0,rh_lagged,environmental_predictor,-0.00014028649110950155,0.00014028649110950155
incidence_per_100k,high_frequency,1000.0,tp_lagged,environmental_predictor,0.0002677334199392957,0.0002677334199392957
incidence_per_100k,high_frequency,1000.0,nw_wind_lagged,environmental_predictor,0.0003776004344160487,0.0003776004344160487
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-01,prefecture_fixed_effect,0.0001355200562342251,0.0001355200562342251
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-02,prefecture_fixed_effect,5.476261979402739e-05,5.476261979402739e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-03,prefecture_fixed_effect,-6.51880529068248e-05,6.51880529068248e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-04,prefecture_fixed_effect,-0.0002746152562355056,0.0002746152562355056
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-05,prefecture_fixed_effect,9.664105675682096e-05,9.664105675682096e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-06,prefecture_fixed_effect,3.664200955926286e-05,3.664200955926286e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-07,prefecture_fixed_effect,-2.343166183453138e-06,2.343166183453138e-06
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-08,prefecture_fixed_effect,-0.00013011623121399134,0.00013011623121399134
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-09,prefecture_fixed_effect,3.004119611292116e-05,3.004119611292116e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-10,prefecture_fixed_effect,-3.301755306480981e-05,3.301755306480981e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-11,prefecture_fixed_effect,6.694780301789246e-05,6.694780301789246e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-13,prefecture_fixed_effect,5.0258968279373706e-05,5.0258968279373706e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-14,prefecture_fixed_effect,3.204793331481337e-05,3.204793331481337e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-15,prefecture_fixed_effect,7.303080516077668e-05,7.303080516077668e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-16,prefecture_fixed_effect,-0.0004043607740830076,0.0004043607740830076
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-17,prefecture_fixed_effect,0.00013270952301584012,0.00013270952301584012
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-18,prefecture_fixed_effect,3.3295727117446506e-05,3.3295727117446506e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-19,prefecture_fixed_effect,-4.5930670587554916e-05,4.5930670587554916e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-20,prefecture_fixed_effect,-4.096685909870477e-07,4.096685909870477e-07
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-21,prefecture_fixed_effect,0.00012833657477781413,0.00012833657477781413
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-22,prefecture_fixed_effect,1.9611671482827377e-06,1.9611671482827377e-06
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-23,prefecture_fixed_effect,7.664350568936737e-06,7.664350568936737e-06
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-24,prefecture_fixed_effect,-1.3141939311858927e-05,1.3141939311858927e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-25,prefecture_fixed_effect,1.6044236218925413e-05,1.6044236218925413e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-26,prefecture_fixed_effect,1.935857475631014e-05,1.935857475631014e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-27,prefecture_fixed_effect,3.8663870216182736e-05,3.8663870216182736e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-28,prefecture_fixed_effect,5.677368512486548e-05,5.677368512486548e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-29,prefecture_fixed_effect,2.9387847039155838e-05,2.9387847039155838e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-30,prefecture_fixed_effect,0.00013445272426416103,0.00013445272426416103
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-31,prefecture_fixed_effect,-0.00015243465434785816,0.00015243465434785816
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-32,prefecture_fixed_effect,0.00018337628568373469,0.00018337628568373469
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-33,prefecture_fixed_effect,0.00010547377503906366,0.00010547377503906366
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-34,prefecture_fixed_effect,0.00015451972285228813,0.00015451972285228813
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-35,prefecture_fixed_effect,-4.2905930475765654e-05,4.2905930475765654e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-36,prefecture_fixed_effect,-0.0002385433039536871,0.0002385433039536871
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-37,prefecture_fixed_effect,0.00011931303277801336,0.00011931303277801336
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-38,prefecture_fixed_effect,-0.0003660027932519313,0.0003660027932519313
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-39,prefecture_fixed_effect,0.00023320152143294898,0.00023320152143294898
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-40,prefecture_fixed_effect,3.35902539997666e-05,3.35902539997666e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-41,prefecture_fixed_effect,-1.9599537137058885e-05,1.9599537137058885e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-42,prefecture_fixed_effect,8.47237131239107e-06,8.47237131239107e-06
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-43,prefecture_fixed_effect,7.87299596608901e-05,7.87299596608901e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-44,prefecture_fixed_effect,8.317839526054728e-05,8.317839526054728e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-45,prefecture_fixed_effect,-0.0002447495138604655,0.0002447495138604655
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-46,prefecture_fixed_effect,1.753910775775254e-05,1.753910775775254e-05
incidence_per_100k,high_frequency,1000.0,prefecture_code_JP-47,prefecture_fixed_effect,-0.00015857610905066572,0.00015857610905066572
