prefecture_code,target_variable,predictor_variable,frequency_band,applied_lag_days,lag_source
JP-42,incidence_per_100k,c2w_transition_intensity,annual,0,selected_on_training_period
JP-42,incidence_per_100k,nw_wind,annual,17,selected_on_training_period
JP-42,incidence_per_100k,rh,annual,18,selected_on_training_period
JP-42,incidence_per_100k,t2m,annual,0,selected_on_training_period
JP-42,incidence_per_100k,t2m_std_anom,annual,0,selected_on_training_period
JP-42,incidence_per_100k,tp,annual,25,selected_on_training_period
JP-42,incidence_per_100k,w2c_event,annual,0,selected_on_training_period
JP-42,incidence_per_100k,w2c_transition_intensity,annual,0,selected_on_training_period
JP-42,incidence_per_100k,ah,high_frequency,7,selected_on_training_period
JP-42,incidence_per_100k,c2w_event,high_frequency,14,selected_on_training_period
JP-42,incidence_per_100k,c2w_transition_intensity,high_frequency,14,selected_on_training_period
JP-42,incidence_per_100k,nw_wind,high_frequency,8,selected_on_training_period
JP-42,incidence_per_100k,rh,high_frequency,14,selected_on_training_period
JP-42,incidence_per_100k,t2m,high_frequency,6,selected_on_training_period
JP-42,incidence_per_100k,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-42,incidence_per_100k,tp,high_frequency,4,selected_on_training_period
JP-42,incidence_per_100k,w2c_event,high_frequency,11,selected_on_training_period
JP-42,incidence_per_100k,w2c_transition_intensity,high_frequency,10,selected_on_training_period
JP-42,incidence_per_100k,ah,interannual,0,selected_on_training_period
JP-42,incidence_per_100k,c2w_event,interannual,0,selected_on_training_period
JP-42,incidence_per_100k,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-42,incidence_per_100k,nw_wind,interannual,0,selected_on_training_period
JP-42,incidence_per_100k,rh,interannual,0,selected_on_training_period
JP-42,incidence_per_100k,t2m,interannual,0,selected_on_training_period
JP-42,incidence_per_100k,t2m_std_anom,interannual,0,selected_on_training_period
JP-42,incidence_per_100k,tp,interannual,0,selected_on_training_period
JP-42,incidence_per_100k,w2c_event,interannual,0,constant_predictor_default_zero
JP-42,incidence_per_100k,w2c_transition_intensity,interannual,0,constant_predictor_default_zero
JP-42,incidence_per_100k,ah,seasonal_subannual,30,selected_on_training_period
JP-42,incidence_per_100k,c2w_event,seasonal_subannual,0,selected_on_training_period
JP-42,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,0,selected_on_training_period
JP-42,incidence_per_100k,nw_wind,seasonal_subannual,0,selected_on_training_period
JP-42,incidence_per_100k,rh,seasonal_subannual,6,selected_on_training_period
JP-42,incidence_per_100k,t2m,seasonal_subannual,30,selected_on_training_period
JP-42,incidence_per_100k,t2m_std_anom,seasonal_subannual,9,selected_on_training_period
JP-42,incidence_per_100k,tp,seasonal_subannual,0,selected_on_training_period
JP-42,incidence_per_100k,w2c_event,seasonal_subannual,8,selected_on_training_period
JP-42,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,9,selected_on_training_period
JP-42,incidence_per_100k,ah,semiannual,0,selected_on_training_period
JP-42,incidence_per_100k,c2w_event,semiannual,30,selected_on_training_period
JP-42,incidence_per_100k,c2w_transition_intensity,semiannual,30,selected_on_training_period
JP-42,incidence_per_100k,nw_wind,semiannual,20,selected_on_training_period
JP-42,incidence_per_100k,rh,semiannual,0,selected_on_training_period
JP-42,incidence_per_100k,t2m,semiannual,26,selected_on_training_period
JP-42,incidence_per_100k,t2m_std_anom,semiannual,0,selected_on_training_period
JP-42,incidence_per_100k,tp,semiannual,22,selected_on_training_period
JP-42,incidence_per_100k,w2c_event,semiannual,0,constant_predictor_default_zero
JP-42,incidence_per_100k,w2c_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-42,incidence_per_100k,ah,subseasonal,4,selected_on_training_period
JP-42,incidence_per_100k,c2w_event,subseasonal,8,selected_on_training_period
JP-42,incidence_per_100k,c2w_transition_intensity,subseasonal,8,selected_on_training_period
JP-42,incidence_per_100k,nw_wind,subseasonal,13,selected_on_training_period
JP-42,incidence_per_100k,rh,subseasonal,2,selected_on_training_period
JP-42,incidence_per_100k,t2m,subseasonal,3,selected_on_training_period
JP-42,incidence_per_100k,t2m_std_anom,subseasonal,3,selected_on_training_period
JP-42,incidence_per_100k,tp,subseasonal,2,selected_on_training_period
JP-42,incidence_per_100k,w2c_event,subseasonal,11,selected_on_training_period
JP-42,incidence_per_100k,w2c_transition_intensity,subseasonal,11,selected_on_training_period
JP-42,incidence_per_100k,ah,trend,0,selected_on_training_period
JP-42,incidence_per_100k,c2w_event,trend,0,selected_on_training_period
JP-42,incidence_per_100k,c2w_transition_intensity,trend,0,selected_on_training_period
JP-42,incidence_per_100k,nw_wind,trend,0,selected_on_training_period
JP-42,incidence_per_100k,rh,trend,0,selected_on_training_period
JP-42,incidence_per_100k,t2m,trend,0,selected_on_training_period
JP-42,incidence_per_100k,t2m_std_anom,trend,0,selected_on_training_period
JP-42,incidence_per_100k,tp,trend,0,selected_on_training_period
JP-42,incidence_per_100k,w2c_event,trend,0,selected_on_training_period
JP-42,incidence_per_100k,w2c_transition_intensity,trend,0,selected_on_training_period
JP-43,cases,ah,annual,0,selected_on_training_period
JP-43,cases,c2w_event,annual,0,selected_on_training_period
JP-43,cases,c2w_transition_intensity,annual,0,selected_on_training_period
JP-43,cases,nw_wind,annual,8,selected_on_training_period
JP-43,cases,rh,annual,0,selected_on_training_period
JP-43,cases,t2m,annual,0,selected_on_training_period
JP-43,cases,t2m_std_anom,annual,0,selected_on_training_period
JP-43,cases,tp,annual,27,selected_on_training_period
JP-43,cases,w2c_event,annual,0,selected_on_training_period
JP-43,cases,w2c_transition_intensity,annual,0,selected_on_training_period
JP-43,cases,ah,high_frequency,14,selected_on_training_period
JP-43,cases,c2w_event,high_frequency,3,selected_on_training_period
JP-43,cases,c2w_transition_intensity,high_frequency,4,selected_on_training_period
JP-43,cases,nw_wind,high_frequency,7,selected_on_training_period
JP-43,cases,rh,high_frequency,6,selected_on_training_period
JP-43,cases,t2m,high_frequency,11,selected_on_training_period
JP-43,cases,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-43,cases,tp,high_frequency,5,selected_on_training_period
JP-43,cases,w2c_event,high_frequency,8,selected_on_training_period
JP-43,cases,w2c_transition_intensity,high_frequency,8,selected_on_training_period
JP-43,cases,ah,interannual,0,selected_on_training_period
JP-43,cases,c2w_event,interannual,0,selected_on_training_period
JP-43,cases,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-43,cases,nw_wind,interannual,0,selected_on_training_period
JP-43,cases,rh,interannual,0,selected_on_training_period
JP-43,cases,t2m,interannual,0,selected_on_training_period
JP-43,cases,t2m_std_anom,interannual,0,selected_on_training_period
JP-43,cases,tp,interannual,0,selected_on_training_period
JP-43,cases,w2c_event,interannual,0,constant_predictor_default_zero
JP-43,cases,w2c_transition_intensity,interannual,0,constant_predictor_default_zero
JP-43,cases,ah,seasonal_subannual,29,selected_on_training_period
JP-43,cases,c2w_event,seasonal_subannual,9,selected_on_training_period
JP-43,cases,c2w_transition_intensity,seasonal_subannual,8,selected_on_training_period
JP-43,cases,nw_wind,seasonal_subannual,3,selected_on_training_period
JP-43,cases,rh,seasonal_subannual,9,selected_on_training_period
JP-43,cases,t2m,seasonal_subannual,1,selected_on_training_period
JP-43,cases,t2m_std_anom,seasonal_subannual,1,selected_on_training_period
JP-43,cases,tp,seasonal_subannual,6,selected_on_training_period
JP-43,cases,w2c_event,seasonal_subannual,11,selected_on_training_period
JP-43,cases,w2c_transition_intensity,seasonal_subannual,30,selected_on_training_period
JP-43,cases,ah,semiannual,30,selected_on_training_period
JP-43,cases,c2w_event,semiannual,0,constant_predictor_default_zero
JP-43,cases,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-43,cases,nw_wind,semiannual,5,selected_on_training_period
JP-43,cases,rh,semiannual,0,selected_on_training_period
JP-43,cases,t2m,semiannual,19,selected_on_training_period
JP-43,cases,t2m_std_anom,semiannual,0,selected_on_training_period
JP-43,cases,tp,semiannual,13,selected_on_training_period
JP-43,cases,w2c_event,semiannual,1,selected_on_training_period
JP-43,cases,w2c_transition_intensity,semiannual,1,selected_on_training_period
JP-43,cases,ah,subseasonal,15,selected_on_training_period
JP-43,cases,c2w_event,subseasonal,15,selected_on_training_period
JP-43,cases,c2w_transition_intensity,subseasonal,5,selected_on_training_period
JP-43,cases,nw_wind,subseasonal,1,selected_on_training_period
JP-43,cases,rh,subseasonal,13,selected_on_training_period
JP-43,cases,t2m,subseasonal,14,selected_on_training_period
JP-43,cases,t2m_std_anom,subseasonal,14,selected_on_training_period
JP-43,cases,tp,subseasonal,9,selected_on_training_period
JP-43,cases,w2c_event,subseasonal,18,selected_on_training_period
JP-43,cases,w2c_transition_intensity,subseasonal,1,selected_on_training_period
JP-43,cases,ah,trend,0,selected_on_training_period
JP-43,cases,c2w_event,trend,0,selected_on_training_period
JP-43,cases,c2w_transition_intensity,trend,0,selected_on_training_period
JP-43,cases,nw_wind,trend,0,selected_on_training_period
JP-43,cases,rh,trend,0,selected_on_training_period
JP-43,cases,t2m,trend,0,selected_on_training_period
JP-43,cases,t2m_std_anom,trend,0,selected_on_training_period
JP-43,cases,tp,trend,0,selected_on_training_period
JP-43,cases,w2c_event,trend,0,selected_on_training_period
JP-43,cases,w2c_transition_intensity,trend,0,selected_on_training_period
JP-43,incidence_per_100k,ah,annual,0,selected_on_training_period
JP-43,incidence_per_100k,c2w_event,annual,0,selected_on_training_period
JP-43,incidence_per_100k,c2w_transition_intensity,annual,0,selected_on_training_period
JP-43,incidence_per_100k,nw_wind,annual,9,selected_on_training_period
JP-43,incidence_per_100k,rh,annual,0,selected_on_training_period
JP-43,incidence_per_100k,t2m,annual,0,selected_on_training_period
JP-43,incidence_per_100k,t2m_std_anom,annual,0,selected_on_training_period
JP-43,incidence_per_100k,tp,annual,28,selected_on_training_period
JP-43,incidence_per_100k,w2c_event,annual,0,selected_on_training_period
JP-43,incidence_per_100k,w2c_transition_intensity,annual,0,selected_on_training_period
JP-43,incidence_per_100k,ah,high_frequency,6,selected_on_training_period
JP-43,incidence_per_100k,c2w_event,high_frequency,4,selected_on_training_period
JP-43,incidence_per_100k,c2w_transition_intensity,high_frequency,4,selected_on_training_period
JP-43,incidence_per_100k,nw_wind,high_frequency,13,selected_on_training_period
JP-43,incidence_per_100k,rh,high_frequency,6,selected_on_training_period
JP-43,incidence_per_100k,t2m,high_frequency,11,selected_on_training_period
JP-43,incidence_per_100k,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-43,incidence_per_100k,tp,high_frequency,5,selected_on_training_period
JP-43,incidence_per_100k,w2c_event,high_frequency,8,selected_on_training_period
JP-43,incidence_per_100k,w2c_transition_intensity,high_frequency,8,selected_on_training_period
JP-43,incidence_per_100k,ah,interannual,0,selected_on_training_period
JP-43,incidence_per_100k,c2w_event,interannual,0,selected_on_training_period
JP-43,incidence_per_100k,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-43,incidence_per_100k,nw_wind,interannual,0,selected_on_training_period
JP-43,incidence_per_100k,rh,interannual,0,selected_on_training_period
JP-43,incidence_per_100k,t2m,interannual,0,selected_on_training_period
JP-43,incidence_per_100k,t2m_std_anom,interannual,0,selected_on_training_period
JP-43,incidence_per_100k,tp,interannual,0,selected_on_training_period
JP-43,incidence_per_100k,w2c_event,interannual,0,constant_predictor_default_zero
JP-43,incidence_per_100k,w2c_transition_intensity,interannual,0,constant_predictor_default_zero
JP-43,incidence_per_100k,ah,seasonal_subannual,0,selected_on_training_period
JP-43,incidence_per_100k,c2w_event,seasonal_subannual,27,selected_on_training_period
JP-43,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,7,selected_on_training_period
JP-43,incidence_per_100k,nw_wind,seasonal_subannual,3,selected_on_training_period
JP-43,incidence_per_100k,rh,seasonal_subannual,7,selected_on_training_period
JP-43,incidence_per_100k,t2m,seasonal_subannual,0,selected_on_training_period
JP-43,incidence_per_100k,t2m_std_anom,seasonal_subannual,0,selected_on_training_period
JP-43,incidence_per_100k,tp,seasonal_subannual,6,selected_on_training_period
JP-43,incidence_per_100k,w2c_event,seasonal_subannual,12,selected_on_training_period
JP-43,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,28,selected_on_training_period
JP-43,incidence_per_100k,ah,semiannual,30,selected_on_training_period
JP-43,incidence_per_100k,c2w_event,semiannual,0,constant_predictor_default_zero
JP-43,incidence_per_100k,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-43,incidence_per_100k,nw_wind,semiannual,5,selected_on_training_period
JP-43,incidence_per_100k,rh,semiannual,0,selected_on_training_period
JP-43,incidence_per_100k,t2m,semiannual,18,selected_on_training_period
JP-43,incidence_per_100k,t2m_std_anom,semiannual,0,selected_on_training_period
JP-43,incidence_per_100k,tp,semiannual,13,selected_on_training_period
JP-43,incidence_per_100k,w2c_event,semiannual,0,selected_on_training_period
JP-43,incidence_per_100k,w2c_transition_intensity,semiannual,0,selected_on_training_period
JP-43,incidence_per_100k,ah,subseasonal,15,selected_on_training_period
JP-43,incidence_per_100k,c2w_event,subseasonal,15,selected_on_training_period
JP-43,incidence_per_100k,c2w_transition_intensity,subseasonal,4,selected_on_training_period
JP-43,incidence_per_100k,nw_wind,subseasonal,1,selected_on_training_period
JP-43,incidence_per_100k,rh,subseasonal,13,selected_on_training_period
JP-43,incidence_per_100k,t2m,subseasonal,14,selected_on_training_period
JP-43,incidence_per_100k,t2m_std_anom,subseasonal,14,selected_on_training_period
JP-43,incidence_per_100k,tp,subseasonal,9,selected_on_training_period
JP-43,incidence_per_100k,w2c_event,subseasonal,18,selected_on_training_period
JP-43,incidence_per_100k,w2c_transition_intensity,subseasonal,1,selected_on_training_period
JP-43,incidence_per_100k,ah,trend,0,selected_on_training_period
JP-43,incidence_per_100k,c2w_event,trend,0,selected_on_training_period
JP-43,incidence_per_100k,c2w_transition_intensity,trend,0,selected_on_training_period
JP-43,incidence_per_100k,nw_wind,trend,0,selected_on_training_period
JP-43,incidence_per_100k,rh,trend,0,selected_on_training_period
JP-43,incidence_per_100k,t2m,trend,0,selected_on_training_period
JP-43,incidence_per_100k,t2m_std_anom,trend,0,selected_on_training_period
JP-43,incidence_per_100k,tp,trend,0,selected_on_training_period
JP-43,incidence_per_100k,w2c_event,trend,0,selected_on_training_period
JP-43,incidence_per_100k,w2c_transition_intensity,trend,0,selected_on_training_period
JP-44,cases,ah,annual,0,selected_on_training_period
JP-44,cases,c2w_event,annual,0,selected_on_training_period
JP-44,cases,c2w_transition_intensity,annual,0,selected_on_training_period
JP-44,cases,nw_wind,annual,10,selected_on_training_period
JP-44,cases,rh,annual,0,selected_on_training_period
JP-44,cases,t2m,annual,0,selected_on_training_period
JP-44,cases,t2m_std_anom,annual,0,selected_on_training_period
JP-44,cases,tp,annual,15,selected_on_training_period
JP-44,cases,w2c_event,annual,0,constant_predictor_default_zero
JP-44,cases,w2c_transition_intensity,annual,0,constant_predictor_default_zero
JP-44,cases,ah,high_frequency,6,selected_on_training_period
JP-44,cases,c2w_event,high_frequency,11,selected_on_training_period
JP-44,cases,c2w_transition_intensity,high_frequency,11,selected_on_training_period
JP-44,cases,nw_wind,high_frequency,14,selected_on_training_period
JP-44,cases,rh,high_frequency,14,selected_on_training_period
JP-44,cases,t2m,high_frequency,13,selected_on_training_period
JP-44,cases,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-44,cases,tp,high_frequency,9,selected_on_training_period
JP-44,cases,w2c_event,high_frequency,1,selected_on_training_period
JP-44,cases,w2c_transition_intensity,high_frequency,1,selected_on_training_period
JP-44,cases,ah,interannual,0,selected_on_training_period
JP-44,cases,c2w_event,interannual,0,selected_on_training_period
JP-44,cases,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-44,cases,nw_wind,interannual,0,selected_on_training_period
JP-44,cases,rh,interannual,0,selected_on_training_period
JP-44,cases,t2m,interannual,0,selected_on_training_period
JP-44,cases,t2m_std_anom,interannual,0,selected_on_training_period
JP-44,cases,tp,interannual,0,selected_on_training_period
JP-44,cases,w2c_event,interannual,0,constant_predictor_default_zero
JP-44,cases,w2c_transition_intensity,interannual,0,constant_predictor_default_zero
JP-44,cases,ah,seasonal_subannual,0,selected_on_training_period
JP-44,cases,c2w_event,seasonal_subannual,4,selected_on_training_period
JP-44,cases,c2w_transition_intensity,seasonal_subannual,5,selected_on_training_period
JP-44,cases,nw_wind,seasonal_subannual,1,selected_on_training_period
JP-44,cases,rh,seasonal_subannual,25,selected_on_training_period
JP-44,cases,t2m,seasonal_subannual,0,selected_on_training_period
JP-44,cases,t2m_std_anom,seasonal_subannual,0,selected_on_training_period
JP-44,cases,tp,seasonal_subannual,21,selected_on_training_period
JP-44,cases,w2c_event,seasonal_subannual,2,selected_on_training_period
JP-44,cases,w2c_transition_intensity,seasonal_subannual,0,selected_on_training_period
JP-44,cases,ah,semiannual,0,selected_on_training_period
JP-44,cases,c2w_event,semiannual,0,constant_predictor_default_zero
JP-44,cases,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-44,cases,nw_wind,semiannual,16,selected_on_training_period
JP-44,cases,rh,semiannual,0,selected_on_training_period
JP-44,cases,t2m,semiannual,22,selected_on_training_period
JP-44,cases,t2m_std_anom,semiannual,2,selected_on_training_period
JP-44,cases,tp,semiannual,6,selected_on_training_period
JP-44,cases,w2c_event,semiannual,0,constant_predictor_default_zero
JP-44,cases,w2c_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-44,cases,ah,subseasonal,0,selected_on_training_period
JP-44,cases,c2w_event,subseasonal,18,selected_on_training_period
JP-44,cases,c2w_transition_intensity,subseasonal,17,selected_on_training_period
JP-44,cases,nw_wind,subseasonal,13,selected_on_training_period
JP-44,cases,rh,subseasonal,12,selected_on_training_period
JP-44,cases,t2m,subseasonal,12,selected_on_training_period
JP-44,cases,t2m_std_anom,subseasonal,0,selected_on_training_period
JP-44,cases,tp,subseasonal,0,selected_on_training_period
JP-44,cases,w2c_event,subseasonal,8,selected_on_training_period
JP-44,cases,w2c_transition_intensity,subseasonal,8,selected_on_training_period
JP-44,cases,ah,trend,0,selected_on_training_period
JP-44,cases,c2w_event,trend,0,selected_on_training_period
JP-44,cases,c2w_transition_intensity,trend,0,selected_on_training_period
JP-44,cases,nw_wind,trend,0,selected_on_training_period
JP-44,cases,rh,trend,0,selected_on_training_period
JP-44,cases,t2m,trend,0,selected_on_training_period
JP-44,cases,t2m_std_anom,trend,0,selected_on_training_period
JP-44,cases,tp,trend,0,selected_on_training_period
JP-44,cases,w2c_event,trend,0,selected_on_training_period
JP-44,cases,w2c_transition_intensity,trend,0,selected_on_training_period
JP-44,incidence_per_100k,ah,annual,0,selected_on_training_period
JP-44,incidence_per_100k,c2w_event,annual,0,selected_on_training_period
JP-44,incidence_per_100k,c2w_transition_intensity,annual,0,selected_on_training_period
JP-44,incidence_per_100k,nw_wind,annual,11,selected_on_training_period
JP-44,incidence_per_100k,rh,annual,0,selected_on_training_period
JP-44,incidence_per_100k,t2m,annual,0,selected_on_training_period
JP-44,incidence_per_100k,t2m_std_anom,annual,0,selected_on_training_period
JP-44,incidence_per_100k,tp,annual,15,selected_on_training_period
JP-44,incidence_per_100k,w2c_event,annual,0,constant_predictor_default_zero
JP-44,incidence_per_100k,w2c_transition_intensity,annual,0,constant_predictor_default_zero
JP-44,incidence_per_100k,ah,high_frequency,4,selected_on_training_period
JP-44,incidence_per_100k,c2w_event,high_frequency,11,selected_on_training_period
JP-44,incidence_per_100k,c2w_transition_intensity,high_frequency,11,selected_on_training_period
JP-44,incidence_per_100k,nw_wind,high_frequency,14,selected_on_training_period
JP-44,incidence_per_100k,rh,high_frequency,14,selected_on_training_period
JP-44,incidence_per_100k,t2m,high_frequency,13,selected_on_training_period
JP-44,incidence_per_100k,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-44,incidence_per_100k,tp,high_frequency,9,selected_on_training_period
JP-44,incidence_per_100k,w2c_event,high_frequency,1,selected_on_training_period
JP-44,incidence_per_100k,w2c_transition_intensity,high_frequency,1,selected_on_training_period
JP-44,incidence_per_100k,ah,interannual,0,selected_on_training_period
JP-44,incidence_per_100k,c2w_event,interannual,0,selected_on_training_period
JP-44,incidence_per_100k,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-44,incidence_per_100k,nw_wind,interannual,0,selected_on_training_period
JP-44,incidence_per_100k,rh,interannual,0,selected_on_training_period
JP-44,incidence_per_100k,t2m,interannual,0,selected_on_training_period
JP-44,incidence_per_100k,t2m_std_anom,interannual,0,selected_on_training_period
JP-44,incidence_per_100k,tp,interannual,0,selected_on_training_period
JP-44,incidence_per_100k,w2c_event,interannual,0,constant_predictor_default_zero
JP-44,incidence_per_100k,w2c_transition_intensity,interannual,0,constant_predictor_default_zero
JP-44,incidence_per_100k,ah,seasonal_subannual,0,selected_on_training_period
JP-44,incidence_per_100k,c2w_event,seasonal_subannual,3,selected_on_training_period
JP-44,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,4,selected_on_training_period
JP-44,incidence_per_100k,nw_wind,seasonal_subannual,1,selected_on_training_period
JP-44,incidence_per_100k,rh,seasonal_subannual,0,selected_on_training_period
JP-44,incidence_per_100k,t2m,seasonal_subannual,0,selected_on_training_period
JP-44,incidence_per_100k,t2m_std_anom,seasonal_subannual,0,selected_on_training_period
JP-44,incidence_per_100k,tp,seasonal_subannual,23,selected_on_training_period
JP-44,incidence_per_100k,w2c_event,seasonal_subannual,28,selected_on_training_period
JP-44,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,0,selected_on_training_period
JP-44,incidence_per_100k,ah,semiannual,0,selected_on_training_period
JP-44,incidence_per_100k,c2w_event,semiannual,0,constant_predictor_default_zero
JP-44,incidence_per_100k,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-44,incidence_per_100k,nw_wind,semiannual,15,selected_on_training_period
JP-44,incidence_per_100k,rh,semiannual,0,selected_on_training_period
JP-44,incidence_per_100k,t2m,semiannual,23,selected_on_training_period
JP-44,incidence_per_100k,t2m_std_anom,semiannual,5,selected_on_training_period
JP-44,incidence_per_100k,tp,semiannual,6,selected_on_training_period
JP-44,incidence_per_100k,w2c_event,semiannual,0,constant_predictor_default_zero
JP-44,incidence_per_100k,w2c_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-44,incidence_per_100k,ah,subseasonal,0,selected_on_training_period
JP-44,incidence_per_100k,c2w_event,subseasonal,18,selected_on_training_period
JP-44,incidence_per_100k,c2w_transition_intensity,subseasonal,17,selected_on_training_period
JP-44,incidence_per_100k,nw_wind,subseasonal,1,selected_on_training_period
JP-44,incidence_per_100k,rh,subseasonal,17,selected_on_training_period
JP-44,incidence_per_100k,t2m,subseasonal,12,selected_on_training_period
JP-44,incidence_per_100k,t2m_std_anom,subseasonal,0,selected_on_training_period
JP-44,incidence_per_100k,tp,subseasonal,21,selected_on_training_period
JP-44,incidence_per_100k,w2c_event,subseasonal,8,selected_on_training_period
JP-44,incidence_per_100k,w2c_transition_intensity,subseasonal,8,selected_on_training_period
JP-44,incidence_per_100k,ah,trend,0,selected_on_training_period
JP-44,incidence_per_100k,c2w_event,trend,0,selected_on_training_period
JP-44,incidence_per_100k,c2w_transition_intensity,trend,0,selected_on_training_period
JP-44,incidence_per_100k,nw_wind,trend,0,selected_on_training_period
JP-44,incidence_per_100k,rh,trend,0,selected_on_training_period
JP-44,incidence_per_100k,t2m,trend,0,selected_on_training_period
JP-44,incidence_per_100k,t2m_std_anom,trend,0,selected_on_training_period
JP-44,incidence_per_100k,tp,trend,0,selected_on_training_period
JP-44,incidence_per_100k,w2c_event,trend,0,selected_on_training_period
JP-44,incidence_per_100k,w2c_transition_intensity,trend,0,selected_on_training_period
JP-45,cases,ah,annual,0,selected_on_training_period
JP-45,cases,c2w_event,annual,0,constant_predictor_default_zero
JP-45,cases,c2w_transition_intensity,annual,0,constant_predictor_default_zero
JP-45,cases,nw_wind,annual,6,selected_on_training_period
JP-45,cases,rh,annual,0,selected_on_training_period
JP-45,cases,t2m,annual,0,selected_on_training_period
JP-45,cases,t2m_std_anom,annual,0,selected_on_training_period
JP-45,cases,tp,annual,13,selected_on_training_period
JP-45,cases,w2c_event,annual,0,constant_predictor_default_zero
JP-45,cases,w2c_transition_intensity,annual,0,constant_predictor_default_zero
JP-45,cases,ah,high_frequency,11,selected_on_training_period
JP-45,cases,c2w_event,high_frequency,3,selected_on_training_period
JP-45,cases,c2w_transition_intensity,high_frequency,9,selected_on_training_period
JP-45,cases,nw_wind,high_frequency,0,selected_on_training_period
JP-45,cases,rh,high_frequency,1,selected_on_training_period
JP-45,cases,t2m,high_frequency,7,selected_on_training_period
JP-45,cases,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-45,cases,tp,high_frequency,1,selected_on_training_period
JP-45,cases,w2c_event,high_frequency,2,selected_on_training_period
JP-45,cases,w2c_transition_intensity,high_frequency,2,selected_on_training_period
JP-45,cases,ah,interannual,0,selected_on_training_period
JP-45,cases,c2w_event,interannual,0,selected_on_training_period
JP-45,cases,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-45,cases,nw_wind,interannual,0,selected_on_training_period
JP-45,cases,rh,interannual,0,selected_on_training_period
JP-45,cases,t2m,interannual,0,selected_on_training_period
JP-45,cases,t2m_std_anom,interannual,0,selected_on_training_period
JP-45,cases,tp,interannual,0,selected_on_training_period
JP-45,cases,w2c_event,interannual,0,selected_on_training_period
JP-45,cases,w2c_transition_intensity,interannual,0,selected_on_training_period
JP-45,cases,ah,seasonal_subannual,30,selected_on_training_period
JP-45,cases,c2w_event,seasonal_subannual,29,selected_on_training_period
JP-45,cases,c2w_transition_intensity,seasonal_subannual,0,selected_on_training_period
JP-45,cases,nw_wind,seasonal_subannual,6,selected_on_training_period
JP-45,cases,rh,seasonal_subannual,5,selected_on_training_period
JP-45,cases,t2m,seasonal_subannual,30,selected_on_training_period
JP-45,cases,t2m_std_anom,seasonal_subannual,30,selected_on_training_period
JP-45,cases,tp,seasonal_subannual,8,selected_on_training_period
JP-45,cases,w2c_event,seasonal_subannual,0,selected_on_training_period
JP-45,cases,w2c_transition_intensity,seasonal_subannual,0,selected_on_training_period
JP-45,cases,ah,semiannual,30,selected_on_training_period
JP-45,cases,c2w_event,semiannual,0,constant_predictor_default_zero
JP-45,cases,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-45,cases,nw_wind,semiannual,6,selected_on_training_period
JP-45,cases,rh,semiannual,0,selected_on_training_period
JP-45,cases,t2m,semiannual,14,selected_on_training_period
JP-45,cases,t2m_std_anom,semiannual,0,selected_on_training_period
JP-45,cases,tp,semiannual,14,selected_on_training_period
JP-45,cases,w2c_event,semiannual,0,constant_predictor_default_zero
JP-45,cases,w2c_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-45,cases,ah,subseasonal,17,selected_on_training_period
JP-45,cases,c2w_event,subseasonal,5,selected_on_training_period
JP-45,cases,c2w_transition_intensity,subseasonal,5,selected_on_training_period
JP-45,cases,nw_wind,subseasonal,21,selected_on_training_period
JP-45,cases,rh,subseasonal,11,selected_on_training_period
JP-45,cases,t2m,subseasonal,6,selected_on_training_period
JP-45,cases,t2m_std_anom,subseasonal,17,selected_on_training_period
JP-45,cases,tp,subseasonal,9,selected_on_training_period
JP-45,cases,w2c_event,subseasonal,11,selected_on_training_period
JP-45,cases,w2c_transition_intensity,subseasonal,12,selected_on_training_period
JP-45,cases,ah,trend,0,selected_on_training_period
JP-45,cases,c2w_event,trend,0,selected_on_training_period
JP-45,cases,c2w_transition_intensity,trend,0,selected_on_training_period
JP-45,cases,nw_wind,trend,0,selected_on_training_period
JP-45,cases,rh,trend,0,selected_on_training_period
JP-45,cases,t2m,trend,0,selected_on_training_period
